ID,Nombre,Apellido,Fecha de Nacimiento,Género,Dirección,Teléfono,Correo Electrónico,Puesto,Departamento,Fecha de Contratación,Tipo de Contrato,Turno de Trabajo,Supervisor,Estado de Empleo
1150,Chelsea,Freeman,1993-09-05,Femenino,"28598 Warner Centers Suite 906
Danielchester, WI 28895",+1-354-821-3597x6505,danawilliams@example.org,Landscape architect,calidAD,2016-08-14,A tIeMPo PArCIaL,diuRno,Sherri Jennings,aCtIvo
1151,Nathan,Boyer,2000-06-27,Masculino,"80446 Wood Plains Apt. 461
New Susan, MA 95587",(880)774-2712,rowlandmartha@example.com,Building services engineer,LOgíSTICA,2024-05-04,TeMPoRAl,NocTurno,Teresa Dillon,ActiVO
1152,Eric,Moody,1985-06-28,Femenino,"91378 Harper Throughway
Port Michael, VT 39906",714-975-9798,andrewperry@example.net,Music therapist,admINISTrACiÓn,2019-09-21,a Tiempo parCIAL,ROTaTIvo,Jessica Brown,eN LicENcIA
1153,Steven,Thompson,1964-05-07,Masculino,"3350 Nicholas Estate
Jamesmouth, MN 92807",873-701-1166x028,robertperez@example.com,"Therapist, music",MANTENimiEnto,2015-09-30,PERMAnenTe,roTATIvO,Jacqueline Hunt,ActIvO
1154,Jennifer,Stewart,2004-12-11,Masculino,"518 Walker Lakes
Michaelfurt, KS 17104",884-469-4506,mathewwebb@example.org,"Engineer, production",mANtenimIEnTO,2018-06-23,A tiemPO PArCiAl,nocTurNO,Mitchell Lewis,acTivo
1155,Bryan,Burke,1994-05-19,Femenino,"054 Brown Rue
Bradleystad, VT 70901",(963)305-9388x3110,acollins@example.com,"Engineer, petroleum",CAlIdaD,2020-02-08,PErMANEntE,DIURno,Theresa Schneider,reTIRaDo
1156,Elizabeth,Williams,1974-12-22,Femenino,"6307 Vega Points
Smithmouth, WV 42421",803.542.6116,ronaldvillegas@example.com,Physiotherapist,pRODuccIón,2023-07-02,a Tiempo PARCiaL,DiURNO,Katie Glass MD,RETIrAdO
1157,Oscar,Hayes,1993-09-09,Masculino,"4332 Patel Cove Suite 010
Randallstad, WI 94619",+1-736-366-0973x3656,heidibrennan@example.org,Psychiatric nurse,calIDad,2018-06-01,TempORal,NOctUrNO,Melissa Payne,actIvo
1158,Jerry,Watkins,1959-03-10,Femenino,"82769 Harris Fork
South Amy, CO 32155",551.515.8051,johnyoung@example.net,Therapeutic radiographer,ManTENIMieNto,2022-09-14,TeMpoRaL,nOcTUrNo,Kelsey Kim,aCTIvO
1159,Daniel,Anthony,1986-08-15,Masculino,"28099 Tara Course Apt. 298
Brightborough, ID 79218",(729)237-1714x72571,charles78@example.net,Theatre director,AdmInISTRaCiÓN,2021-07-11,tEMpOrAl,diUrnO,Collin Collins,en LICenCIA
1160,Michael,Gill,1990-12-14,Masculino,"010 Margaret Springs
Port Carlaberg, MS 10851",534.432.5506,chadstokes@example.org,"Teacher, English as a foreign language",pRoDuCCióN,2017-12-10,pErmANENTe,RoTatIvO,Carlos Howell,aCtIVO
1161,Travis,Martinez,1975-09-01,Femenino,"6158 Campbell Squares
East Lisa, VT 75601",297-294-3511,amysnyder@example.net,Translator,lOGÍSTIca,2015-12-10,a tIEmpo PArcIal,NocturnO,Jamie Thomas,retiRaDO
1162,Jennifer,Schmidt,2001-06-30,Masculino,"9911 Greene Rapids Suite 854
West Donald, DC 27940",737.219.7403x28293,cristian43@example.net,Cartographer,LOgísTICa,2015-09-30,pERMAnEntE,NOCTuRNO,Angela Mills,acTiVO
1163,Charles,Watson,1975-11-29,Masculino,"066 Larry Crossing Apt. 988
North Gina, DC 64254",(392)650-8428,amyrogers@example.net,Psychiatrist,CAlIdAd,2014-10-05,a TIEmPO PaRcIal,NocTurnO,Mary Mcintosh,retirADo
1164,David,Fowler,1974-07-09,Masculino,"038 Figueroa Mill Apt. 114
West Kathleenland, SD 27733",(396)294-3806,castrovicki@example.net,"Production assistant, television",MANTEnimienTo,2022-02-02,A TiEMpO PArCiAl,RoTATIVo,Jeffrey Morgan PhD,AcTivO
1165,Cameron,Richardson,2006-03-08,Masculino,"286 Kayla Stravenue Suite 593
Laurenstad, HI 41076",(743)390-6754x16919,tracy37@example.org,Insurance claims handler,AdMINiSTracIÓn,2020-02-08,TEMporAl,DiURNo,Andrew Grimes DVM,EN lIcENCia
1166,Ralph,Duncan,1986-07-20,Femenino,"Unit 8489 Box 1758
DPO AE 94693",001-587-797-7939,adavies@example.org,"Scientist, water quality",PROducCiÓn,2016-12-27,TeMPorAL,ROTAtiVo,Daniel Humphrey,en LICeNCia
1167,Kevin,Robinson,1977-08-17,Masculino,"7462 Sarah Trail Suite 621
Angelahaven, LA 92588",989.590.7433,dsparks@example.net,"Surveyor, building control",pROdUCcIón,2020-10-19,pERMAneNte,rOtatIVo,Yvonne Snyder,EN liCeNciA
1168,Andrea,Morgan,1990-03-16,Femenino,"PSC 7693, Box 2638
APO AP 12351",898.876.2143,mbailey@example.net,Surgeon,pROduccIón,2019-12-10,TEMPORaL,NOCturnO,Anna Price,ACtiVO
1169,Logan,Matthews,1983-06-10,Masculino,"3930 Mark Orchard Apt. 556
Lindatown, NH 75348",497-647-3597x24258,ewilliams@example.com,Dietitian,mANtenIMIENTO,2020-10-04,A TiEmPo PARcIal,NoCtuRNo,Alejandro Williams,aCtIvo
1170,Jacob,Brown,1970-11-20,Femenino,"USNS Smith
FPO AP 86546",550.206.9513,aaronwilliams@example.com,"Solicitor, Scotland",MantEnimIENTo,2022-01-06,PeRmanENTe,rotAtiVo,Rachel Schultz,ActIVO
1171,Amy,Peterson,1995-04-09,Masculino,"888 Anna Walks
Catherinefort, VT 63146",647-641-6678,ylee@example.org,Medical sales representative,prOdUCCIÓN,2015-03-07,tempoRaL,RoTatIVO,Leslie Schultz,actIvO
1172,Mary,Hester,2002-04-03,Masculino,"379 Danny Way
South Jenniferchester, FM 65908",272.286.3034,jwebb@example.com,"Surveyor, planning and development",LoGÍstICa,2015-02-28,A TiemPO paRciAl,ROTaTIVO,William Thompson,REtirAdO
1173,Tiffany,Brown,1960-02-11,Femenino,"134 Scott Flats Apt. 715
Wilcoxport, GU 07106",944.847.8994x3825,davislinda@example.org,Heritage manager,lOGÍstiCa,2023-08-16,pErManEnTe,rotaTIvo,Stephanie Ellis,en LICEnCIA
1174,Misty,Cunningham,1995-11-14,Femenino,"769 Wiggins Parkway Suite 026
Markchester, WA 33239",(585)413-7641x469,gravesashley@example.net,"Pharmacist, community",ProDuCCiÓn,2016-10-09,permAneNTE,rotaTIVo,Daniel Ferrell,EN licenCiA
1175,Jeffrey,Carey,1970-12-26,Femenino,"7865 Patricia Green
West Emily, MD 38256",553-547-5651,stantonsamantha@example.com,Retail buyer,AdMINistrAcIón,2016-10-21,a tiEmpo PaRCIaL,nOCtUrno,Albert Bowen,En liCencia
1176,Daniel,Cantrell,1967-07-01,Femenino,"0195 Garcia Knoll Apt. 180
New Kimberlyport, WY 09775",515-244-3275,washingtondawn@example.org,Site engineer,maNTeNiMiEnto,2018-02-26,teMPoRal,diuRNo,Carlos Shelton,rETIradO
1177,Desiree,Carson,2005-07-01,Femenino,"21111 Kayla Park
West Ethan, DC 76437",283-269-8572,hchapman@example.com,Associate Professor,admInIStRACión,2019-08-13,pERmANEnTe,ROtATIVo,Jennifer Carroll,eN lICeNCIa
1178,Anthony,Lowe,1975-04-05,Femenino,"451 Reed Pines
Port Carlosside, AL 18793",630-740-5104,milesjohn@example.org,Nature conservation officer,ADMiNisTRACIÓN,2015-01-26,A TIEMPo PARCial,nOCtuRNO,Jeffery Moore,ACtIvo
1179,Rebecca,Campos,1996-01-24,Femenino,"1753 Moore Well
Kristenburgh, PA 13799",321.584.2801,larsonstephanie@example.net,Patent attorney,cAlIDAd,2017-04-05,tEmpORaL,DIurno,Cynthia Diaz,ACtIVo
1180,Joanne,Dawson,1986-10-13,Masculino,"75197 Ballard Field
North Chrisland, VA 55562",583-986-9316,kenneth68@example.com,Magazine features editor,CaLIdaD,2019-02-22,peRmanEnTE,DiURNo,Amy Perkins,ACtIvO
1181,Alexander,Morris,1971-07-17,Femenino,"6820 Perkins Crossing Apt. 765
Ronaldshire, VI 97237",(974)357-2976,robertmedina@example.com,"Investment banker, corporate",loGÍsTIca,2020-07-09,a TiEMPO ParCiAL,NOctURno,Scott Taylor,rEtiRADo
1182,Michelle,Stevens,2000-07-17,Femenino,"43003 Ho Crescent
Port Mark, UT 45315",+1-930-790-9603,gina29@example.com,Clinical embryologist,CalIdaD,2023-10-12,A tiEMPO ParCIAL,dIUrno,Nicole Alexander,EN LICEnciA
1183,Mark,Lee,1998-01-20,Masculino,"79070 Kevin Freeway Apt. 319
South Isaac, AL 45171",001-230-430-8485x974,johnsandoval@example.com,Restaurant manager,lOGÍsTica,2024-02-04,pErMAneNtE,diurNO,Billy Harrington,aCTivO
1184,David,Escobar,1968-09-01,Masculino,"2339 Jay Skyway Apt. 980
East Nicholasfurt, HI 68788",(206)530-1678x994,rhall@example.net,Civil Service administrator,mAnTEnIMIEnTO,2017-01-30,peRMANenTE,ROtATiVo,Jacob Wilson,aCTivO
1185,Michelle,Bell,1966-11-13,Femenino,"PSC 3423, Box 7189
APO AE 22998",+1-656-972-1714x410,lisasmith@example.org,Environmental consultant,pRODuCCiÓN,2016-02-20,PERManeNTE,noCTURno,James Barnes,aCtIvo
1186,Emily,Freeman,1966-10-22,Femenino,"088 Amy Vista
Pamelaview, NJ 79495",(344)441-7232,qwhite@example.org,Radio producer,lOGísTIca,2022-11-05,PERMANeNTE,nocturNO,Richard Mitchell,ACtiVO
1187,Brenda,Wolfe,2001-07-15,Masculino,"988 Beth Port
Lake Kristy, NE 57192",911.474.3798,umacias@example.com,Astronomer,pRodUCCióN,2017-12-27,a tieMPO parciAl,RoTaTivo,Mr. Steven Mejia,AcTIvO
1188,Ashley,Allen,1978-08-13,Masculino,"65730 Bartlett Port Apt. 746
Melissastad, ND 07205",441.930.0503x488,gregory52@example.org,"Education officer, environmental",CaLiDaD,2017-10-03,perMANeNtE,noctuRNo,Dr. Kelly Burch,acTIvO
1189,Matthew,Miller,1991-06-13,Femenino,"80039 Kevin Road
Tylerview, NH 48409",001-906-474-7579x5825,whitney33@example.net,"Secretary, company",logístICA,2022-06-30,PerMANentE,NOCTurNO,Allison Collins,rETiRaDo
1190,Christopher,Swanson,1982-05-31,Masculino,"6925 Thomas Circle
Yatesfort, NY 44893",+1-256-966-6053x097,sally47@example.com,"Engineer, drilling",cAlidAd,2022-01-07,TemPoRAL,DiurNo,Miss Mary Drake,REtIradO
1191,Richard,Copeland,1961-12-17,Femenino,"4632 Walsh Unions
East Brendan, DC 27947",595.458.1780,jonathan11@example.net,Veterinary surgeon,LogÍSTiCA,2023-06-05,pERManeNTE,RoTATIVo,Craig Johnson,eN lICEnCiA
1192,Gerald,Wright,1989-06-01,Masculino,"0607 Webster Fort Suite 906
South Brian, NJ 44917",220-529-5761x6543,bankssusan@example.com,"Journalist, magazine",pRodUcCIóN,2015-05-14,a tiemPO PARcial,roTaTIVo,Thomas Johnson,rEtirado
1193,David,Rice,1987-08-05,Masculino,"969 Alex Lane
Garciastad, CA 03636",274-585-1628x5492,allison17@example.net,Cartographer,proDucCIÓN,2018-12-18,PeRmaNente,diurNO,Jamie Newman,reTIrADo
1194,Katie,Gillespie,1991-02-01,Masculino,"61212 Lisa Courts
Aprilville, VI 69814",+1-279-435-6458,heatherjones@example.com,Data scientist,aDMINISTrAcIóN,2015-04-11,a TIemPO PARciaL,rOTaTIVo,Tiffany Robinson,ActiVo
1195,Ricardo,Thomas,1961-05-14,Masculino,"84844 Sarah Run Apt. 820
Smithborough, MN 82688",001-847-359-4615x613,wilsonkathy@example.net,"Engineer, drilling",logísTICa,2019-05-19,PeRmAnEnTE,ROTaTiVo,Alexander Erickson,en LiCenCIA
1196,Andrew,Cole,1980-10-03,Masculino,"49384 Fuller Pass
Kellerburgh, CO 57117",+1-790-641-0529x40664,daviddavis@example.net,Operational researcher,pROducción,2020-09-23,a tiEmpo ParcIal,nocTURNo,Melinda Davis,aCTiVo
1197,Christine,Golden,1965-02-01,Femenino,"92715 Gregg Court Suite 721
Bryanchester, MN 16728",4868481224,norrismary@example.org,"Designer, furniture",mantENIMIEntO,2018-04-26,tEmPoRaL,ROtativO,Mark Clark,aCtIVo
1198,Brandon,Ingram,1990-07-28,Femenino,"5277 Miller Fords Apt. 416
Spencermouth, NM 64429",(602)526-1703,dan79@example.org,Merchant navy officer,LOgísticA,2017-11-16,PermANENtE,dIUrNO,Jennifer Bridges,reTIRaDo
1199,Richard,Harrison,1961-10-28,Femenino,"1501 Paul Orchard
Morrisport, MD 95412",+1-299-982-1904x86659,sethdavis@example.org,"Civil engineer, consulting",LogÍsTiCA,2015-03-25,pERmaNENTe,DIUrno,Jacqueline Taylor,aCtivo
1200,Laurie,Orozco,1984-11-09,Masculino,"4019 Holloway Stream
East Laurie, NE 06885",(539)886-5314,christopherlopez@example.com,Higher education lecturer,MAnteNIMieNTo,2023-05-13,a TIEmPo PArciaL,noCtURno,Robert Booth,reTIraDO
1201,Jeanette,Robinson,1976-05-16,Masculino,"USNS Meyer
FPO AA 05006",+1-387-254-2327,michael25@example.com,"Conservator, museum/gallery",AdminIsTrACióN,2016-06-21,temporAl,noctURNO,Adam Knapp,rETIrAdO
1202,Matthew,Mcclure,1960-05-24,Femenino,"537 Samantha Glens
Holderville, MT 47356",(639)746-7811,joseph64@example.net,Media planner,PrOdUCCIÓn,2022-03-18,PeRmanenTe,DIURnO,Stanley Chung,acTIvO
1203,Grant,Holloway,1962-02-24,Femenino,"0340 Wright Road
New Tyrone, MN 28137",+1-788-200-6609x89289,frederickmelissa@example.org,"Librarian, academic",mAntEnIMiENtO,2017-03-31,peRmaNeNtE,diUrNo,Kent Scott,REtiraDo
1204,Craig,Santos,2005-09-27,Masculino,"4623 Woods Meadow Apt. 370
New Bryan, AZ 78999",001-205-794-2800x4141,james39@example.net,Haematologist,calidad,2024-06-01,temporal,NOctURNo,Charles Mcguire,ACtIVO
1205,Jesse,Mitchell,1971-03-24,Masculino,"3187 Keith Meadow
North Kelly, VI 57108",+1-610-212-6596x19887,derekandrade@example.com,Trade union research officer,MANtEniMieNTO,2021-10-26,a TieMpO paRCIal,DiurNO,Kimberly Bridges,En liCEnCia
1206,Gregory,Trevino,1963-05-17,Masculino,"149 Park Vista Suite 945
Johnsonhaven, NJ 40029",637-318-8628,lloydmatthew@example.net,Systems developer,logÍStIcA,2023-01-01,a tiEmpO parCial,RotAtIVo,Joshua Mccarty,ReTiraDo
1207,Michael,Myers,1994-11-21,Masculino,"61892 Riley Junctions
Port Alisonburgh, NY 79242",001-279-339-7703x262,carlarogers@example.net,Environmental health practitioner,adminISTrACIÓN,2019-08-16,a tIEmpo ParcIaL,diuRno,Derek Jones,AcTivo
1208,Beth,Knight,1996-06-13,Femenino,"787 Dennis Heights Suite 859
Port Mary, MD 77806",+1-507-208-2102x56491,sarah33@example.com,"Development worker, community",pRODuCciÓn,2020-09-03,pErMaNentE,rotAtiVO,Jeff Camacho,actiVo
1209,Alan,Harmon,1963-04-26,Femenino,"875 Jason Mission
Tamaraland, PW 58291",(770)634-4551x68614,amy03@example.com,"Buyer, retail",cALIdAd,2022-04-13,tempOraL,rOtATiVO,Joel Boyd,ReTiraDo
1210,Janice,Jones,1993-06-05,Femenino,"677 Nicholson Oval
Daniellehaven, AS 81853",515-410-8214x965,caleb97@example.org,English as a second language teacher,MANtEnImiENTO,2020-04-10,TempOraL,diURno,Shane Davis,eN LiCEnCiA
1211,Brittany,Griffin,1983-06-05,Femenino,"42404 Delgado Villages Suite 417
West Brianburgh, ME 96577",446-688-1090x25690,hsmith@example.com,Commercial/residential surveyor,mAnteNiMIEntO,2018-06-01,TEMPoral,NOcTurNo,Kenneth Rios,rEtiraDO
1212,Holly,Collins,1980-12-20,Masculino,"60842 Linda Radial
Lake Sharonmouth, NV 63307",(890)252-1043x83635,robinsondiana@example.net,Advice worker,logÍStIca,2023-03-30,A TIEmpO PARciaL,RoTativO,Elizabeth Carter,rEtiRADO
1213,Charles,Salinas,1975-04-08,Masculino,"9378 Katelyn Rapid Apt. 119
New Christopher, NM 49723",+1-570-784-2909x2615,ebeard@example.org,Adult guidance worker,MantENIMIentO,2019-07-24,A TIEMPO parcIaL,NOctURnO,Julie Brady,ReTiraDO
1214,Cheryl,Jones,2004-12-26,Femenino,"83607 Gregory Summit
North Tyler, UT 16972",(756)911-5580x304,stephen68@example.net,Veterinary surgeon,CaLIdAD,2023-06-15,pERMAnEntE,dIUrNo,Kathryn Williamson,En LICEncIa
1215,Timothy,Taylor,1986-08-09,Femenino,"46642 Edwards Lodge
Brendaside, MT 52166",+1-304-718-7389x25973,vargasanne@example.net,Learning disability nurse,MaNtENimiEnTo,2017-08-23,PeRmANENTe,NOcturNo,Ana Fernandez,rETIRADO
1216,Sharon,Dickerson,2004-07-29,Masculino,"22429 Roberts Knolls Suite 028
East Elizabeth, SD 86173",+1-638-745-9075x692,gomezdaniel@example.org,Emergency planning/management officer,loGísticA,2022-01-05,a tIEMPO parcial,RotAtiVo,Emily Travis,RetIRadO
1217,Alison,Campbell,1986-03-08,Masculino,"3875 Matthew Crest
Brittanymouth, OK 07231",+1-684-503-7891x66767,jessicagiles@example.com,Museum/gallery conservator,caliDAD,2020-03-22,pERmAnenTE,DIuRnO,Samantha Walters,rETIRADO
1218,Christopher,Irwin,2006-01-16,Femenino,"2086 Lang Overpass
Port James, NC 40667",+1-287-854-7023,allenrodney@example.net,Magazine journalist,logÍsTICA,2023-09-24,a tIempO PaRCIaL,diURNo,Barbara Roberts,reTIrAdO
1219,Cassandra,Richards,1976-01-12,Femenino,"USNV Smith
FPO AE 61804",001-707-845-5828x12693,kenneth71@example.net,Advertising copywriter,LOGísticA,2020-11-08,tEmPORAl,NoCtuRno,Susan Martinez,AcTivo
1220,Angela,Welch,1989-06-24,Femenino,"139 Simpson Isle
Jamesmouth, OK 41589",742-568-2750x8879,johnhuffman@example.net,Lexicographer,MANTENImIENTo,2021-09-25,tEMPORAl,rOtaTIvO,Jennifer Harris,En lICencIA
1221,Gabriel,Joyce,1992-03-22,Masculino,"2558 Rose Circles
Port Robertstad, MH 91502",+1-478-691-0047x21689,hannah18@example.net,Graphic designer,cALIDAD,2014-09-03,tEmpORAl,DiURNo,Gerald Brown,actIvO
1222,Tiffany,Evans,1994-08-14,Masculino,"USNS Davis
FPO AP 67856",999.970.0640x440,dominiquecooper@example.org,Stage manager,CAlidaD,2015-11-26,PermANeNte,rotATIvo,Phillip Long,En LiceNCIA
1223,Jason,Wise,2003-12-23,Masculino,"17094 Thomas Row
Lake Barbaraville, MN 67544",822.349.7279x576,olsensamantha@example.net,"Therapist, speech and language",aDmInIsTRaciÓN,2021-02-26,PeRMAnEnTe,RotaTIvO,John Morrison,En LiCEnCia
1224,Amanda,Reed,2002-06-23,Masculino,"2354 Marks Manors
West Jacquelineland, MA 37903",(475)570-1007x78708,fhenry@example.com,Chief Executive Officer,prodUCCiÓn,2014-12-30,PeRMAnEntE,nOCTurno,Steven Gibson,RetirADO
1225,Meghan,Hernandez,1988-03-05,Masculino,"7244 Christopher Falls Suite 800
East Rachelside, TX 71310",833.843.2702,ellisdavid@example.org,Production manager,produCCIón,2014-10-10,A TiemPo PARCIAl,rOTATiVO,Nicole Jensen,REtIrado
1226,Jacob,Davis,1996-09-09,Femenino,"3846 Ashley Lodge Suite 889
New Jim, SD 94905",(553)284-1004x008,eric87@example.net,Intelligence analyst,pRODUCCiÓN,2021-12-01,TEMPoRAl,ROtAtIvO,Edward Roth,rETirAdo
1227,Tammy,Torres,1976-05-04,Femenino,"7816 Allen Estate
Holmesfort, MT 24317",916-447-4080x18078,codytaylor@example.com,"Conservation officer, historic buildings",ProdUcCiÓN,2018-01-13,TemPoRAl,NOcTurNO,Wyatt Wright,eN licEncIA
1228,Ricardo,Branch,1970-06-18,Femenino,"297 Newman Lakes Suite 659
Cynthiastad, DE 41269",(446)434-0604x64631,hneal@example.com,Freight forwarder,cAlIDAD,2016-03-22,temPorAL,noCTURnO,Gregory Anderson,reTiRADo
1229,Thomas,Sims,1978-10-17,Femenino,"3515 Robert Orchard
West Lisabury, LA 03665",963-377-2255,robinsonjennifer@example.net,"Engineer, manufacturing",lOGíSTICa,2016-03-28,tEMPORaL,rotATIVo,Mary Williamson,EN LICEncia
1230,Peggy,Shaffer,1990-03-01,Femenino,"1178 Kristen Glens Suite 395
Lake Amy, ME 16670",895-590-8569x541,smithanthony@example.org,Architectural technologist,prODUCCIÓN,2023-07-23,teMPoRAL,nOCTuRno,Sheri Young,EN liCENCIA
1231,Emily,Lane,2000-07-05,Femenino,"97851 Amy Key Apt. 988
Floreschester, KY 32313",9493504174,johnnichols@example.com,"Scientist, water quality",cALidaD,2019-02-22,A TiEMpo pARciAL,ROtaTIVo,Oscar Cruz,Retirado
1232,Eric,Perry,1982-01-18,Masculino,"Unit 4303 Box 2779
DPO AP 07072",001-681-779-0999x524,robinrogers@example.org,"Accountant, chartered management",caLidAd,2018-04-22,PErmaNentE,nOCtUrNo,Jennifer Peters,retIRAdo
1233,Dan,Vincent,1987-09-17,Masculino,"5707 Cowan Dam
Nicholehaven, CT 54579",706-412-5127,christinachen@example.net,"Therapist, nutritional",CalIDaD,2023-10-17,A tiEmPO paRCiAl,rOTATiVO,Mario May,EN LIcenCIA
1234,Tina,Jennings,1999-05-22,Masculino,"41504 Sylvia Tunnel Suite 096
Matthewland, KY 63058",901.658.8718x6642,srogers@example.org,Prison officer,adMiNIstRAciÓn,2016-10-15,tEmpOral,DIURNO,Steven Solis,RetiRadO
1235,Tim,Novak,1994-10-11,Femenino,"905 Velez Row
South Angela, HI 95543",582-576-1236,debrayork@example.com,Mechanical engineer,AdMINIStraCiÓn,2019-02-18,pERmaNENte,ROtATIVo,Kaitlin Hughes,EN LicENCiA
1236,Erica,Bates,2005-12-05,Femenino,"72341 Cruz Vista Apt. 280
Fitzgeraldfurt, NY 39165",+1-464-551-0381x68336,ofisher@example.com,Osteopath,produccIón,2023-08-14,TemPoRAl,noCturnO,Vickie Taylor,rETirAdo
1237,Sharon,Ramirez,1994-10-05,Masculino,"1899 Snyder Manors Apt. 881
Strongberg, RI 22406",001-302-971-7328x12550,jmorales@example.org,Health visitor,LOgÍStiCa,2017-11-23,PermanentE,ROTaTiVO,Alex Mcgrath,eN LICEncIA
1238,Jason,Burton,1990-03-17,Femenino,"7482 Jessica Skyway
Port Valerieberg, KS 44539",+1-497-640-8953,marksmith@example.org,Paediatric nurse,CalidaD,2017-03-26,tEMporAL,dIUrno,Devon Love,REtirADo
1239,Billy,Hale,1975-11-03,Femenino,"2800 Lee View
Osborneburgh, OK 42366",496.738.9208x34287,jameshawkins@example.org,Chief Marketing Officer,CaLidad,2015-09-28,PERmaNENte,ROTatIvO,Amy Page,en lIcEnCia
1240,Rhonda,Williams,1993-07-22,Masculino,"USCGC Castaneda
FPO AE 81934",784-653-5392,renee14@example.net,"Conservation officer, nature",LogÍStiCA,2018-11-26,pERMaNeNTE,rOTatIVo,Nina Meyer,aCtIvO
1241,Shannon,Rojas,1973-04-05,Femenino,"87726 Sandra Glens
Josephfurt, GU 20817",(614)251-4572x00538,tara52@example.com,Glass blower/designer,cAliDAD,2019-07-05,A TiemPO PArCIAl,DIurnO,Melissa Lopez,Activo
1242,Brittany,Howell,1972-05-02,Femenino,"6146 Kelly Tunnel
New John, ND 23234",4166577618,uwhite@example.net,Dramatherapist,admINIstRAcIóN,2014-10-12,TemPORal,rOtATIvO,Christina Friedman,RetiRADo
1243,Christina,Gutierrez,1981-05-02,Masculino,"0900 Sarah Village
West Jacobport, CT 09282",+1-579-563-3214x803,qmorales@example.com,Magazine journalist,caLiDAD,2017-07-05,A tiEmpO PaRCIaL,RoTATIVO,Dean Young Jr.,retiRAdo
1244,Kristen,Smith,1970-05-26,Masculino,"1215 Taylor Mill Apt. 252
Courtneyborough, MA 61891",(905)821-2550,wfox@example.com,"Therapist, speech and language",ProduCCIÓN,2020-01-03,peRMaNENtE,NOCTURno,Albert Bentley,AcTivo
1245,Sara,King,2000-01-25,Masculino,"84519 Dana Prairie
Lake Anthonyfurt, HI 23444",294.922.6980,richardyu@example.net,Commercial art gallery manager,maNTEnImiento,2020-07-23,a tIEMPo PARciAL,ROTaTIVo,Mary Garner,En lICENcia
1246,Lindsey,Mcguire,1990-12-24,Femenino,"1243 Sharon Islands
South Julie, IL 12586",(840)833-2754x6563,ygonzales@example.net,Retail banker,AdMiniStRAciÓN,2023-11-26,TEmpOral,RoTativO,Brandon King,en LiceNCIA
1247,Vincent,Castro,1991-09-17,Masculino,"066 Williams Walk Suite 565
Robertton, KS 68678",659-711-5282x36051,john65@example.org,Psychotherapist,manteNiMIENto,2021-08-25,A TiEMpO PaRcIal,rOtATiVO,Michael Lowery,acTIVO
1248,Kimberly,Phillips,1987-09-15,Femenino,"3445 Hamilton Pass Apt. 721
Lake Vanessa, AS 24951",423.619.9417x663,christophersmith@example.com,Charity fundraiser,calIDad,2021-05-16,A TIEMpo ParcIAL,noCTurnO,Holly Ward,EN LICeNciA
1249,Mark,Garza,1987-03-18,Masculino,"6563 Haynes Manors Suite 222
East Jesseland, GA 94036",766.608.3031,xalvarez@example.net,Public librarian,lOGÍSTiCa,2018-10-18,PeRManEnTE,DIurNo,Karen Johnson,ReTIRado
1250,Sydney,Cameron,1999-04-21,Femenino,"9336 Clark Villages
Lunachester, AS 59735",518.505.6912x435,ashley75@example.net,Museum/gallery curator,adMiNistracIón,2024-02-10,A tiEmPO paRCIaL,RotATIvO,Rachel Goodwin,RETiraDo
1251,Lori,Torres,1981-07-17,Femenino,"6060 Young Mission Apt. 020
West Scottport, DC 53145",001-916-616-2975x6602,mario69@example.org,Advertising account planner,caLIdAd,2023-07-09,PERMANeNTE,diURno,Samuel Sherman,eN licenciA
